,size,speed,energy
0,82.73808661865948,90.68557896756755,66.15046515002773
1,129.57034219483555,92.57875339135475,30.410510771023134
2,129.57034219483555,92.57875339135475,51.09221150451852
3,82.73808661865948,90.68557896756755,66.51301917657854
4,129.57034219483555,92.57875339135475,33.700933646566526
5,144.57034219483555,77.57875339135475,12.761305554575998
6,67.73808661865948,75.68557896756755,66.17467623430969
7,144.57034219483555,77.57875339135475,57.83743996019218
8,129.57034219483555,92.57875339135475,41.691956462604544
9,82.73808661865948,90.68557896756755,47.06584147413215
10,144.57034219483555,107.57875339135475,35.761682599938844
11,129.57034219483555,62.57875339135475,25.951832007144645
12,129.57034219483555,92.57875339135475,0.5636087601293793
13,144.57034219483555,77.57875339135475,70.40248306009724
14,114.57034219483555,107.57875339135475,54.537665966534774
15,129.57034219483555,122.57875339135475,49.284104001651784
16,129.57034219483555,62.57875339135475,64.14094706962085
17,82.73808661865948,120.68557896756755,53.986570194547724
18,114.57034219483555,107.57875339135475,56.33514335781874
19,99.57034219483555,92.57875339135475,50.83889500277749
20,82.73808661865948,90.68557896756755,10.466202110679655
21,129.57034219483555,122.57875339135475,33.43982185343892
22,114.57034219483555,77.57875339135475,58.093016635984014
23,114.57034219483555,107.57875339135475,33.96240278618
24,129.57034219483555,92.57875339135475,66.21844230090389
25,97.73808661865948,135.68557896756755,71.81254825261223
26,97.73808661865948,105.68557896756755,34.3324109327714
27,97.73808661865948,75.68557896756755,23.454725219524022
28,114.57034219483555,77.57875339135475,80.99650289479739
29,144.57034219483555,107.57875339135475,58.27501863723779
30,99.57034219483555,62.57875339135475,28.12310374011576
31,52.73808661865948,120.68557896756755,42.73936598189856
