,size,speed,energy
0,174.57034219483555,47.57875339135475,72.04039931126577
1,189.57034219483555,20.0,21.091660176477568
2,204.57034219483555,107.57875339135475,43.15113815461665
3,204.57034219483555,20.0,49.68908960027413
4,204.57034219483555,107.57875339135475,47.31228693342892
5,189.57034219483555,62.57875339135475,37.20357834096592
6,189.57034219483555,35.0,43.87101231025135
7,204.57034219483555,47.57875339135475,55.92221105533493
8,189.57034219483555,62.57875339135475,40.68843568801654
9,144.57034219483555,47.57875339135475,47.52216342201509
10,219.57034219483555,20.0,17.900149107222212
11,174.57034219483555,77.57875339135475,71.13481353053615
12,159.57034219483555,62.57875339135475,49.73755264594095
13,189.57034219483555,62.57875339135475,55.00153544389249
14,204.57034219483555,137.57875339135475,34.110514856951994
15,189.57034219483555,32.57875339135475,80.18049602644166
16,204.57034219483555,47.57875339135475,13.206630099179998
17,219.57034219483555,92.57875339135475,55.060471067232804
18,234.57034219483555,35.0,31.319178142820064
19,189.57034219483555,35.0,72.2204321632352
20,204.57034219483555,77.57875339135475,35.80394084577799
21,174.57034219483555,77.57875339135475,19.164086212206357
22,174.57034219483555,77.57875339135475,38.45332547193486
23,204.57034219483555,107.57875339135475,59.31506023917101
24,204.57034219483555,20.0,68.90786121676939
25,174.57034219483555,47.57875339135475,37.401846948864424
26,189.57034219483555,92.57875339135475,27.80386776376818
27,219.57034219483555,92.57875339135475,46.66800862993083
28,174.57034219483555,77.57875339135475,20.23714829554727
29,159.57034219483555,62.57875339135475,18.369886613951167
30,189.57034219483555,122.57875339135475,11.756143700579123
31,189.57034219483555,122.57875339135475,13.918378521251249
32,219.57034219483555,122.57875339135475,17.04964978113526
33,189.57034219483555,20.0,27.98001687270021
34,204.57034219483555,77.57875339135475,27.46525809269979
35,219.57034219483555,35.0,58.020077946830995
