,size,speed,energy
0,443.1286360977404,91.48754653621972,42.01459538766747
1,473.1286360977404,121.48754653621972,30.31128068877421
2,458.1286360977404,76.48754653621972,5.557896737214004
3,443.1286360977404,121.48754653621972,31.729127581783146
4,458.1286360977404,106.48754653621972,52.85714723207769
5,488.1286360977404,106.48754653621972,53.396773357078786
6,488.1286360977404,106.48754653621972,45.542345157201964
7,500.0,91.48754653621972,15.195306826507702
8,443.1286360977404,151.48754653621972,30.560581051047905
9,488.1286360977404,106.48754653621972,56.11863457876857
10,473.1286360977404,91.48754653621972,36.901135472938954
11,473.1286360977404,91.48754653621972,44.13617926428129
12,428.1286360977404,136.48754653621972,24.661233345377624
13,458.1286360977404,106.48754653621972,68.97811708395315
14,458.1286360977404,136.48754653621972,44.79372779502463
15,488.1286360977404,76.48754653621972,29.211168297120647
16,500.0,121.48754653621972,54.48998322837514
17,488.1286360977404,106.48754653621972,62.03582142769514
18,443.1286360977404,91.48754653621972,14.419835150391663
19,485.0,76.48754653621972,42.19297475491969
20,428.1286360977404,76.48754653621972,56.185235669586504
21,485.0,91.48754653621972,64.67550347048805
22,443.1286360977404,61.487546536219725,24.77188067381462
23,443.1286360977404,91.48754653621972,10.608144976296806
24,428.1286360977404,106.48754653621972,41.201058866716956
25,428.1286360977404,76.48754653621972,45.30517957565034
26,413.1286360977404,121.48754653621972,42.56251817212241
27,500.0,121.48754653621972,9.07194821216748
28,413.1286360977404,61.487546536219725,64.77576971601081
29,473.1286360977404,91.48754653621972,3.260578864043298
30,413.1286360977404,91.48754653621972,6.319940870675321
31,485.0,136.48754653621972,21.827376756677687
32,443.1286360977404,61.487546536219725,56.50769945020944
33,428.1286360977404,136.48754653621972,6.486059148032492
34,413.1286360977404,61.487546536219725,15.346671154664477
35,470.0,106.48754653621972,62.45804210632596
36,428.1286360977404,106.48754653621972,12.986884415441565
37,413.1286360977404,61.487546536219725,44.37486179934609
38,443.1286360977404,121.48754653621972,16.183560936995633
39,428.1286360977404,106.48754653621972,56.32622355018963
40,428.1286360977404,76.48754653621972,24.16076971601079
41,443.1286360977404,91.48754653621972,28.425797491709943
